source,bare_exists
%str1%%str2%Violet Antique Herald%str3%%str4%,
%str1%%str2%Violet Antique Impaler%str3%%str4%,
%str1%%str2%Violet Antique Musket%str3%%str4%,
%str1%%str2%Violet Antique Razor%str3%%str4%,
%str1%%str2%Violet Antique Reaver%str3%%str4%,
%str1%%str2%Violet Antique Revolver%str3%%str4%,
%str1%%str2%Violet Antique Short Bow%str3%%str4%,
%str1%%str2%Violet Antique Spire%str3%%str4%,
%str1%%str2%Violet Antique Trident%str3%%str4%,
%str1%%str2%Violet Antique Wand%str3%%str4%,
%str1%%str2%Violet Antique Warhammer%str3%%str4%,
%str1%%str2%Viper's Armguards%str3%%str4%,
%str1%%str2%Viper's Boots%str3%%str4%,
%str1%%str2%Viper's Jerkin%str3%%str4%,
%str1%%str2%Viper's Leggings%str3%%str4%,
%str1%%str2%Viper's Monocle%str3%%str4%,
%str1%%str2%Viper's Shoulderpads%str3%%str4%,
%str1%%str2%Viridian Antique Artifact%str3%%str4%,
%str1%%str2%Viridian Antique Bastion%str3%%str4%,
%str1%%str2%Viridian Antique Blade%str3%%str4%,
%str1%%str2%Viridian Antique Brazier%str3%%str4%,
%str1%%str2%Viridian Antique Claymore%str3%%str4%,
%str1%%str2%Viridian Antique Flanged Mace%str3%%str4%,
%str1%%str2%Viridian Antique Greatbow%str3%%str4%,
%str1%%str2%Viridian Antique Harpoon Gun%str3%%str4%,
%str1%%str2%Viridian Antique Herald%str3%%str4%,
%str1%%str2%Viridian Antique Impaler%str3%%str4%,
%str1%%str2%Viridian Antique Musket%str3%%str4%,
%str1%%str2%Viridian Antique Razor%str3%%str4%,
%str1%%str2%Viridian Antique Reaver%str3%%str4%,
%str1%%str2%Viridian Antique Revolver%str3%%str4%,
%str1%%str2%Viridian Antique Short Bow%str3%%str4%,
%str1%%str2%Viridian Antique Spire%str3%%str4%,
%str1%%str2%Viridian Antique Trident%str3%%str4%,
%str1%%str2%Viridian Antique Wand%str3%%str4%,
%str1%%str2%Viridian Antique Warhammer%str3%%str4%,
%str1%%str2%Virtuoso's Dagger%str3%%str4%,
%str1%%str2%Visage of Koda%str3%%str4%,
%str1%%str2%Visage of Nourys%str3%%str4%,
%str1%%str2%Visage of the Mists%str3%%str4%,
%str1%%str2%Vision of the Mists%str3%%str4%,
%str1%%str2%Visionary's Helm%str3%%str4%,
%str1%%str2%Visiospei%str3%%str4%,
%str1%%str2%Vizier's Folly%str3%%str4%,
%str1%%str2%Void-Corrupted Orb%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Axe%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Dagger%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Focus%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Greatsword%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Hammer%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Longbow%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Mace%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Pistol%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Rifle%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Scepter%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Shield%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Short Bow%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Spear%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Staff%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Sword%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Torch%str3%%str4%,
%str1%%str2%Volcanic Stormcaller Warhorn%str3%%str4%,
%str1%%str2%Volcanus%str3%%str4%,
%str1%%str2%Walkers of the Lich%str3%%str4%,
%str1%%str2%Wall of the Mists%str3%%str4%,
%str1%%str2%Wand of the Broken Voice%str3%%str4%,
%str1%%str2%Wand of the Scion%str3%%str4%,
%str1%%str2%Wand of the Sunless%str3%%str4%,
%str1%%str2%Warband Boots%str3%%str4%,
%str1%%str2%Warband Fists%str3%%str4%,
%str1%%str2%Warband Hauberk%str3%%str4%,
%str1%%str2%Warband Spaulders%str3%%str4%,
%str1%%str2%Warband Tassets%str3%%str4%,
%str1%%str2%Warband Visor%str3%%str4%,
%str1%%str2%Warbeast Boots%str3%%str4%,
%str1%%str2%Warbeast Breastplate%str3%%str4%,
%str1%%str2%Warbeast Cowl%str3%%str4%,
%str1%%str2%Warbeast Gauntlets%str3%%str4%,
%str1%%str2%Warbeast Gloves%str3%%str4%,
%str1%%str2%Warbeast Greaves%str3%%str4%,
%str1%%str2%Warbeast Helmet%str3%%str4%,
%str1%%str2%Warbeast Jerkin%str3%%str4%,
%str1%%str2%Warbeast Leggings%str3%%str4%,
%str1%%str2%Warbeast Mantle%str3%%str4%,
%str1%%str2%Warbeast Mask%str3%%str4%,
%str1%%str2%Warbeast Pants%str3%%str4%,
%str1%%str2%Warbeast Pauldrons%str3%%str4%,
%str1%%str2%Warbeast Shoes%str3%%str4%,
%str1%%str2%Warbeast Shoulderpads%str3%%str4%,
%str1%%str2%Warbeast Tassets%str3%%str4%,
%str1%%str2%Warbeast Vambraces%str3%%str4%,
%str1%%str2%Warbeast Vestments%str3%%str4%,
%str1%%str2%Warbringer%str3%%str4%,
%str1%%str2%Warcry%str3%%str4%,
%str1%%str2%Warden Axe%str3%%str4%,
%str1%%str2%Warden Boots%str3%%str4%,
%str1%%str2%Warden Coat%str3%%str4%,
%str1%%str2%Warden Dagger%str3%%str4%,
%str1%%str2%Warden Focus%str3%%str4%,
%str1%%str2%Warden Gloves%str3%%str4%,
%str1%%str2%Warden Greatsword%str3%%str4%,
%str1%%str2%Warden Hammer%str3%%str4%,
%str1%%str2%Warden Harpoon Gun%str3%%str4%,
%str1%%str2%Warden Helm%str3%%str4%,
%str1%%str2%Warden Leggings%str3%%str4%,
%str1%%str2%Warden Longbow%str3%%str4%,
%str1%%str2%Warden Mace%str3%%str4%,
%str1%%str2%Warden Pike%str3%%str4%,
%str1%%str2%Warden Pistol%str3%%str4%,
%str1%%str2%Warden Rifle%str3%%str4%,
%str1%%str2%Warden Scepter%str3%%str4%,
%str1%%str2%Warden Shield%str3%%str4%,
%str1%%str2%Warden Short Bow%str3%%str4%,
%str1%%str2%Warden Shoulderguards%str3%%str4%,
%str1%%str2%Warden Spear%str3%%str4%,
%str1%%str2%Warden Speargun%str3%%str4%,
%str1%%str2%Warden Staff%str3%%str4%,
%str1%%str2%Warden Sword%str3%%str4%,
%str1%%str2%Warden Torch%str3%%str4%,
%str1%%str2%Warden Trident%str3%%str4%,
%str1%%str2%Warden Warhorn%str3%%str4%,
%str1%%str2%Warhammer of the Broken Voice%str3%%str4%,
%str1%%str2%Warhammer of the Scion%str3%%str4%,
%str1%%str2%Warhammer of the Sunless%str3%%str4%,
%str1%%str2%Warhorn of the Dragon's Deep%str3%%str4%,
%str1%%str2%Warhorn%str3%%str4%,
%str1%%str2%Warlord's Armguards%str3%%str4%,
%str1%%str2%Warlord's Breastplate%str3%%str4%,
%str1%%str2%Warlord's Brigandine%str3%%str4%,
%str1%%str2%Warlord's Cap%str3%%str4%,
%str1%%str2%Warlord's Crown%str3%%str4%,
%str1%%str2%Warlord's Epaulets%str3%%str4%,
%str1%%str2%Warlord's Footgear%str3%%str4%,
%str1%%str2%Warlord's Gauntlets%str3%%str4%,
%str1%%str2%Warlord's Leggings%str3%%str4%,
%str1%%str2%Warlord's Legguards%str3%%str4%,
%str1%%str2%Warlord's Legplates%str3%%str4%,
%str1%%str2%Warlord's Pauldrons%str3%%str4%,
%str1%%str2%Warlord's Plate Helm%str3%%str4%,
%str1%%str2%Warlord's Raiment%str3%%str4%,
%str1%%str2%Warlord's Shinplates%str3%%str4%,
%str1%%str2%Warlord's Shoulderguards%str3%%str4%,
%str1%%str2%Warlord's Wargreaves%str3%%str4%,
%str1%%str2%Warlord's Wristplates%str3%%str4%,
%str1%%str2%Way of Koda%str3%%str4%,
%str1%%str2%Wayward Wand Scepter%str3%%str4%,
%str1%%str2%Weaver's Antipodes%str3%%str4%,
%str1%%str2%Weaver's Sword%str3%%str4%,
%str1%%str2%Welding Torch%str3%%str4%,
%str1%%str2%Wexx%str3%%str4%,
%str1%%str2%Wheelock Rifle%str3%%str4%,
%str1%%str2%Whisper's Secret Axe%str3%%str4%,
%str1%%str2%Whisper's Secret Boots%str3%%str4%,
%str1%%str2%Whisper's Secret Breastplate%str3%%str4%,
%str1%%str2%Whisper's Secret Cowl%str3%%str4%,
%str1%%str2%Whisper's Secret Dagger%str3%%str4%,
%str1%%str2%Whisper's Secret Focus%str3%%str4%,
%str1%%str2%Whisper's Secret Footwear%str3%%str4%,
%str1%%str2%Whisper's Secret Gauntlets%str3%%str4%,
%str1%%str2%Whisper's Secret Gloves%str3%%str4%,
%str1%%str2%Whisper's Secret Greatsword%str3%%str4%,
%str1%%str2%Whisper's Secret Greaves%str3%%str4%,
%str1%%str2%Whisper's Secret Hammer%str3%%str4%,
%str1%%str2%Whisper's Secret Harpoon%str3%%str4%,
%str1%%str2%Whisper's Secret Helmet%str3%%str4%,
%str1%%str2%Whisper's Secret Hood%str3%%str4%,
%str1%%str2%Whisper's Secret Leggings%str3%%str4%,
%str1%%str2%Whisper's Secret Longbow%str3%%str4%,
%str1%%str2%Whisper's Secret Longvest%str3%%str4%,
%str1%%str2%Whisper's Secret Mace%str3%%str4%,
%str1%%str2%Whisper's Secret Pauldrons%str3%%str4%,
%str1%%str2%Whisper's Secret Pistol%str3%%str4%,
%str1%%str2%Whisper's Secret Rifle%str3%%str4%,
%str1%%str2%Whisper's Secret Robes%str3%%str4%,
%str1%%str2%Whisper's Secret Scepter%str3%%str4%,
%str1%%str2%Whisper's Secret Shield%str3%%str4%,
%str1%%str2%Whisper's Secret Short Bow%str3%%str4%,
%str1%%str2%Whisper's Secret Shoulderguards%str3%%str4%,
%str1%%str2%Whisper's Secret Spear%str3%%str4%,
%str1%%str2%Whisper's Secret Speargun%str3%%str4%,
%str1%%str2%Whisper's Secret Staff%str3%%str4%,
%str1%%str2%Whisper's Secret Sword%str3%%str4%,
%str1%%str2%Whisper's Secret Tassets%str3%%str4%,
%str1%%str2%Whisper's Secret Torch%str3%%str4%,
%str1%%str2%Whisper's Secret Trident%str3%%str4%,
%str1%%str2%Whisper's Secret Warhorn%str3%%str4%,
%str1%%str2%Whisperblade%str3%%str4%,
%str1%%str2%White Mantle Elite Guard Mask%str3%%str4%,
%str1%%str2%Wide-Rim Glasses%str3%%str4%,
%str1%%str2%Willbender's Sword%str3%%str4%,
%str1%%str2%Wind Catcher%str3%%str4%,
%str1%%str2%Wind-Blessed Zephyrite Gloves%str3%%str4%,
%str1%%str2%Wind-Touched Zephyrite Gloves%str3%%str4%,
%str1%%str2%Windstorm%str3%%str4%,
%str1%%str2%Winged Boots%str3%%str4%,
%str1%%str2%Winged Gloves%str3%%str4%,
%str1%%str2%Winged Headpiece%str3%%str4%,
%str1%%str2%Winged Lantern%str3%%str4%,
%str1%%str2%Winged Mantle%str3%%str4%,
%str1%%str2%Winged Pants%str3%%str4%,
%str1%%str2%Winged Spatha%str3%%str4%,
%str1%%str2%Winged Tunic%str3%%str4%,
%str1%%str2%Wings of Ascension%str3%%str4%,
%str1%%str2%Wings of Dwayna%str3%%str4%,
%str1%%str2%Wings of the Sunless%str3%%str4%,
%str1%%str2%Winter Fur Shoulders%str3%%str4%,
%str1%%str2%Winter Mittens%str3%%str4%,
%str1%%str2%Winter's Arc%str3%%str4%,
%str1%%str2%Winter's Brunt%str3%%str4%,
%str1%%str2%Winter's Cutter%str3%%str4%,
%str1%%str2%Winter's Edge%str3%%str4%,
%str1%%str2%Winter's Needle%str3%%str4%,
%str1%%str2%Winter's Presence%str3%%str4%,
"%str1%%str2%Winter's Reach[pl:""Reaches""]%str3%%str4%",
%str1%%str2%Winter's Shelter%str3%%str4%,
%str1%%str2%Winter's Slice%str3%%str4%,
%str1%%str2%Winter's Sting%str3%%str4%,
%str1%%str2%Winter's Timber%str3%%str4%,
%str1%%str2%Wintergreen Axe%str3%%str4%,
%str1%%str2%Wintergreen Dagger%str3%%str4%,
%str1%%str2%Wintergreen Focus%str3%%str4%,
%str1%%str2%Wintergreen Greatsword%str3%%str4%,
%str1%%str2%Wintergreen Hammer%str3%%str4%,
%str1%%str2%Wintergreen Longbow%str3%%str4%,
%str1%%str2%Wintergreen Mace%str3%%str4%,
%str1%%str2%Wintergreen Pistol%str3%%str4%,
%str1%%str2%Wintergreen Rifle%str3%%str4%,
%str1%%str2%Wintergreen Scepter%str3%%str4%,
%str1%%str2%Wintergreen Shield%str3%%str4%,
%str1%%str2%Wintergreen Short Bow%str3%%str4%,
%str1%%str2%Wintergreen Staff%str3%%str4%,
%str1%%str2%Wintergreen Sword%str3%%str4%,
%str1%%str2%Wintergreen Torch%str3%%str4%,
%str1%%str2%Wintergreen Warhorn%str3%%str4%,
%str1%%str2%Wintersbark%str3%%str4%,
%str1%%str2%Wintersbite%str3%%str4%,
%str1%%str2%Wintersday Axe%str3%%str4%,
%str1%%str2%Wintersday Dagger%str3%%str4%,
%str1%%str2%Wintersday Earmuffs%str3%%str4%,
%str1%%str2%Wintersday Focus%str3%%str4%,
%str1%%str2%Wintersday Greatsword%str3%%str4%,
%str1%%str2%Wintersday Hammer%str3%%str4%,
%str1%%str2%Wintersday Longbow%str3%%str4%,
%str1%%str2%Wintersday Mace%str3%%str4%,
%str1%%str2%Wintersday Pistol%str3%%str4%,
%str1%%str2%Wintersday Rifle%str3%%str4%,
%str1%%str2%Wintersday Scepter%str3%%str4%,
%str1%%str2%Wintersday Shield%str3%%str4%,
%str1%%str2%Wintersday Short Bow%str3%%str4%,
%str1%%str2%Wintersday Snow Boots%str3%%str4%,
%str1%%str2%Wintersday Staff%str3%%str4%,
%str1%%str2%Wintersday Sword%str3%%str4%,
%str1%%str2%Wintersday Torch%str3%%str4%,
%str1%%str2%Wintersday Warhorn%str3%%str4%,
%str1%%str2%Wisteria%str3%%str4%,
%str1%%str2%Witch's Hat%str3%%str4%,
%str1%%str2%Woad Heavy Boots%str3%%str4%,
%str1%%str2%Woad Heavy Coat%str3%%str4%,
%str1%%str2%Woad Heavy Gloves%str3%%str4%,
%str1%%str2%Woad Heavy Helm%str3%%str4%,
%str1%%str2%Woad Heavy Leggings%str3%%str4%,
%str1%%str2%Woad Heavy Shoulders%str3%%str4%,
%str1%%str2%Woad Light Boots%str3%%str4%,
%str1%%str2%Woad Light Coat%str3%%str4%,
%str1%%str2%Woad Light Gloves%str3%%str4%,
%str1%%str2%Woad Light Helm%str3%%str4%,
%str1%%str2%Woad Light Leggings%str3%%str4%,
%str1%%str2%Woad Light Shoulders%str3%%str4%,
%str1%%str2%Woad Medium Boots%str3%%str4%,
%str1%%str2%Woad Medium Coat%str3%%str4%,
%str1%%str2%Woad Medium Gloves%str3%%str4%,
%str1%%str2%Woad Medium Helm%str3%%str4%,
%str1%%str2%Woad Medium Leggings%str3%%str4%,
%str1%%str2%Woad Medium Shoulders%str3%%str4%,
%str1%%str2%Wolf Boots%str3%%str4%,
%str1%%str2%Wolf Bracers%str3%%str4%,
%str1%%str2%Wolf Leggings%str3%%str4%,
%str1%%str2%Wolf Mask%str3%%str4%,
%str1%%str2%Wolf Shoulderpad%str3%%str4%,
%str1%%str2%Wolf Vest%str3%%str4%,
%str1%%str2%Wolfborn Axe%str3%%str4%,
%str1%%str2%Wolfborn Boots%str3%%str4%,
%str1%%str2%Wolfborn Bracers%str3%%str4%,
%str1%%str2%Wolfborn Dagger%str3%%str4%,
%str1%%str2%Wolfborn Focus%str3%%str4%,
%str1%%str2%Wolfborn Greatsword%str3%%str4%,
%str1%%str2%Wolfborn Hammer%str3%%str4%,
%str1%%str2%Wolfborn Harpoon%str3%%str4%,
%str1%%str2%Wolfborn Leggings%str3%%str4%,
%str1%%str2%Wolfborn Longbow%str3%%str4%,
%str1%%str2%Wolfborn Mace%str3%%str4%,
%str1%%str2%Wolfborn Mask%str3%%str4%,
%str1%%str2%Wolfborn Pistol%str3%%str4%,
%str1%%str2%Wolfborn Rifle%str3%%str4%,
%str1%%str2%Wolfborn Scepter%str3%%str4%,
%str1%%str2%Wolfborn Shield%str3%%str4%,
%str1%%str2%Wolfborn Short Bow%str3%%str4%,
%str1%%str2%Wolfborn Shoulderpad%str3%%str4%,
%str1%%str2%Wolfborn Speargun%str3%%str4%,
%str1%%str2%Wolfborn Staff%str3%%str4%,
%str1%%str2%Wolfborn Sword%str3%%str4%,
%str1%%str2%Wolfborn Torch%str3%%str4%,
%str1%%str2%Wolfborn Trident%str3%%str4%,
%str1%%str2%Wolfborn Vest%str3%%str4%,
%str1%%str2%Wolfborn Warhorn%str3%%str4%,
%str1%%str2%Wolfsbane%str3%%str4%,
%str1%%str2%Wooden Dagger%str3%%str4%,
%str1%%str2%Wooden Sword%str3%%str4%,
%str1%%str2%Woodland Kodan Heavy Boots%str3%%str4%,
%str1%%str2%Woodland Kodan Leather Gloves%str3%%str4%,
%str1%%str2%Woodland Kodan Leather Shoulders%str3%%str4%,
%str1%%str2%Woodland Kodan Light Boots%str3%%str4%,
%str1%%str2%Woodland Kodan Medium Boots%str3%%str4%,
%str1%%str2%Worn Chain Coat%str3%%str4%,
%str1%%str2%Worn Chain Gauntlets%str3%%str4%,
%str1%%str2%Worn Chain Greaves%str3%%str4%,
%str1%%str2%Worn Chain Helm%str3%%str4%,
%str1%%str2%Worn Chain Legs%str3%%str4%,
%str1%%str2%Worn Chain Pauldrons%str3%%str4%,
%str1%%str2%Worn Scale Boots%str3%%str4%,
%str1%%str2%Worn Scale Coat%str3%%str4%,
%str1%%str2%Worn Scale Gauntlets%str3%%str4%,
%str1%%str2%Worn Scale Helm%str3%%str4%,
%str1%%str2%Worn Scale Legs%str3%%str4%,
%str1%%str2%Worn Scale Pauldrons%str3%%str4%,
%str1%%str2%Worn Voltaic Spear%str3%%str4%,
%str1%%str2%Wraith Masque%str3%%str4%,
%str1%%str2%Wrangler Boots%str3%%str4%,
%str1%%str2%Wrangler Coat%str3%%str4%,
%str1%%str2%Wrangler Gloves%str3%%str4%,
%str1%%str2%Wrangler Helm%str3%%str4%,
%str1%%str2%Wrangler Leggings%str3%%str4%,
%str1%%str2%Wrangler Shoulders%str3%%str4%,
%str1%%str2%Wrapped Axe%str3%%str4%,
%str1%%str2%Wrapped Dagger%str3%%str4%,
%str1%%str2%Wrapped Focus%str3%%str4%,
%str1%%str2%Wrapped Greatsword%str3%%str4%,
%str1%%str2%Wrapped Hammer%str3%%str4%,
%str1%%str2%Wrapped Longbow%str3%%str4%,
%str1%%str2%Wrapped Mace%str3%%str4%,
%str1%%str2%Wrapped Pistol%str3%%str4%,
%str1%%str2%Wrapped Rifle%str3%%str4%,
%str1%%str2%Wrapped Scepter%str3%%str4%,
%str1%%str2%Wrapped Shield%str3%%str4%,
%str1%%str2%Wrapped Short Bow%str3%%str4%,
%str1%%str2%Wrapped Staff%str3%%str4%,
%str1%%str2%Wrapped Sword%str3%%str4%,
%str1%%str2%Wrapped Torch%str3%%str4%,
%str1%%str2%Wrapped Warhorn%str3%%str4%,
%str1%%str2%Wrappings of the Lich%str3%%str4%,
%str1%%str2%Wrath of Ignaxious%str3%%str4%,
%str1%%str2%Wreath of Cooperation%str3%%str4%,
%str1%%str2%Wurmslayer's Epaulets%str3%%str4%,
%str1%%str2%Wurmslayer's Masque%str3%%str4%,
%str1%%str2%Wurmslayer's Pauldrons%str3%%str4%,
%str1%%str2%Wurmslayer's Shoulderguard%str3%%str4%,
%str1%%str2%Wurmslayer's Vambraces%str3%%str4%,
%str1%%str2%Wurmslayer's Visage%str3%%str4%,
%str1%%str2%Wurmslayer's Visor%str3%%str4%,
%str1%%str2%Wurmslayer's Warfists%str3%%str4%,
%str1%%str2%Wurmslayer's Wristguards%str3%%str4%,
%str1%%str2%X6-31 Beta%str3%%str4%,
%str1%%str2%X7-10 Alpha%str3%%str4%,
%str1%%str2%Xanthium%str3%%str4%,
%str1%%str2%Xiuquatl%str3%%str4%,
%str1%%str2%Zap Experiment%str3%%str4%,
%str1%%str2%Zap%str3%%str4%,
%str1%%str2%Zenith Avenger%str3%%str4%,
%str1%%str2%Zenith Blade%str3%%str4%,
%str1%%str2%Zenith Cesta%str3%%str4%,
%str1%%str2%Zenith Flame%str3%%str4%,
%str1%%str2%Zenith Harbinger%str3%%str4%,
%str1%%str2%Zenith Impaler%str3%%str4%,
%str1%%str2%Zenith Kris%str3%%str4%,
%str1%%str2%Zenith Mace%str3%%str4%,
%str1%%str2%Zenith Pistol%str3%%str4%,
%str1%%str2%Zenith Reaver%str3%%str4%,
%str1%%str2%Zenith Recurve Bow%str3%%str4%,
%str1%%str2%Zenith Rifle%str3%%str4%,
%str1%%str2%Zenith Scroll%str3%%str4%,
%str1%%str2%Zenith Short Bow%str3%%str4%,
%str1%%str2%Zenith Spire%str3%%str4%,
%str1%%str2%Zenith Thunder%str3%%str4%,
%str1%%str2%Zenith Trident%str3%%str4%,
%str1%%str2%Zenith Wake%str3%%str4%,
%str1%%str2%Zenith Ward%str3%%str4%,
%str1%%str2%Zephyr Rucksack%str3%%str4%,
%str1%%str2%Zephyrite Headband%str3%%str4%,
%str1%%str2%Zephyrite Lightning Helm%str3%%str4%,
%str1%%str2%Zephyrite Shawl%str3%%str4%,
%str1%%str2%Zephyrite Traveling Boots%str3%%str4%,
%str1%%str2%Zephyrite Wind Helm%str3%%str4%,
%str1%%str2%Zhaitan's Reach%str3%%str4%,
%str1%%str2%Zodiac Axe%str3%%str4%,
%str1%%str2%Zodiac Dagger%str3%%str4%,
"%str1%%str2%Zodiac Focus[pl:""Foci""]%str3%%str4%",
%str1%%str2%Zodiac Greatsword%str3%%str4%,
%str1%%str2%Zodiac Hammer%str3%%str4%,
%str1%%str2%Zodiac Longbow%str3%%str4%,
%str1%%str2%Zodiac Mace%str3%%str4%,
%str1%%str2%Zodiac Pistol%str3%%str4%,
%str1%%str2%Zodiac Rifle%str3%%str4%,
%str1%%str2%Zodiac Scepter%str3%%str4%,
%str1%%str2%Zodiac Shield%str3%%str4%,
%str1%%str2%Zodiac Short Bow%str3%%str4%,
%str1%%str2%Zodiac Staff%str3%%str4%,
%str1%%str2%Zodiac Sword%str3%%str4%,
"%str1%%str2%Zodiac Torch[pl:""Torches""]%str3%%str4%",
%str1%%str2%Zodiac Warhorn%str3%%str4%,
%str1%%str2%Zweihänder%str3%%str4%,
%str1%%str2%Éibhear Dunn%str3%%str4%,
%str1%%str2%Éibhear Finn%str3%%str4%,
%str1%'s Conjured Doorway,
%str1%'s Homestead,
%str1%'s Mode Preferences: %str2%,
%str1%'s Waypoint,
%str1%'s message box is full. Your message couldn't be sent.,
%str1%'s party marked as [lbracket]%str2%[rbracket],
%str1%'s party unmarked,
%str1%(%num1%),
%str1%(%num1%x),
%str1%(%str2%),
%str1%(%str2%s),
"%str1%, %str3% %num2%, [nosep]%num4%",
"%str1%, Combat Medic!",
"%str1%, Demolitions Expert!",
"%str1%, King Slayer!",
"%str1%, Siege Master!",
"%str1%, a level (%num1%) %num2% %str2% %str3%",
"%str1%, combat medic!",
"%str1%, it is nice to see you again. Hope you've been well. Care to trade any excess items for shinies?",
"%str1%, we of the Durmand Priory can't thank you enough for your contribution. You will be remembered.",
"%str1%,%str2%",
"%str1%,<br><br>I'm well aware of just how busy you are. However, you've heard the theories that Scarlet disturbed one of the dragons. I fear these theories have merit.<br><br>My eyes and ears in Brisban Wildlands are reporting mysterious incursions into previously quiet areas. Go see for yourself. I hope your curiosity will spur you to action.<br><br>—E",
"%str1%,<br><br>Your visit gave me a lot to think about. It's more dangerous away from the Grove than I ever expected, and I'd been considering going back. But now, I've seen how brave souls help others—like you helped us—and it's given me the courage to carry on. Thank you. Good luck with your future journeys.<br><br>—Mavad",
%str1%-Place Rewards,
%str1%. How do I get there?,
%str1%. I send you respectful regards and appreciation for your assistance with my scouts. You came at exactly the right moment. —Vigil Tactician Tunelle,
%str1%. I'll see you there.,
"%str1%. I'm sorry you had to see that. I'd help him if I could, you know?",
%str1%.%str2%,
%str1%:,
%str1%: %num1%,1
%str1%: %num1% %str2%,1
%str1%: %num1% (internal),
%str1%: %num1% (next %num2%),
%str1%: %num1%%%,
%str1%: %num1%%% (next %num2%%%),
%str1%: %str2%,
%str1%: (breathes),
"%str1%: (chuckles) More moths to flame, sizzling with melancholy as they reach my ember...",
%str1%: (gasps),
%str1%: (indecipherable),
%str1%: (screams),
"%str1%: <c=""%str3%"">%num1%%%</c>",
"%str1%: <c=""%str3%"">%num1%</c>/%num2%",
%str1%: <c=@abilitytype>%num1%</c>,
"%str1%: Ah, I can't...",
%str1%: All I see is another opportunity to turn breathing flesh to paste. I welcome them.,
%str1%: And which of your groveling toadies did you hide behind? I KNOW you didn't fight them yourself!,
%str1%: Automatischen Angriff aktivieren,
"%str1%: Back, Sister, back! You'll be turned to scree if your willfulness moves your legs before your mind can catch up.",
%str1%: Be wise.,
%str1%: Choking on the weight of my own dejection...,
%str1%: Close your eyes and feel the emptiness wash over you.,
%str1%: Come closer...,
"%str1%: Darkness is a blessing. Close your eyes, and feel it wash over you.",
"%str1%: Decima, be more thoughtful with your energy.",
"%str1%: Decima, they slither toward us with venom on fang! Watch yourself.",
%str1%: Decima. Come.,
%str1%: Disable autoattack,
%str1%: Enable autoattack,
%str1%: Fascinating is your dedication to dying plots. I will turn this swamp to rot.,
%str1%: Fight me.,
%str1%: Foolish tricks will only speed your march to death!,
%str1%: Free me!,
%str1%: Good.,
%str1%: Greer!,
%str1%: Greer. Decima. Come.,
%str1%: Help me!,
%str1%: I don't want to hurt you. Please...stop me...!,
%str1%: I think not. But spill no tear; your bravery is excellent.,
"%str1%: I will compensate for the delusion of my kin. Your ""bloodstone"" ripples through my every essence.",
%str1%: I'll strike your cities next!,
"%str1%: I've looked foolish in the eye; I see none behind yours. Retreat, and so shall we.",
%str1%: If you don't all want to die...kill me now!,
"%str1%: If you don't get over here RIGHT NOW, I'll tell her all about it.",
%str1%: In the beginning there was only emptiness...and now you must join it.,
%str1%: Is that what has my darlings all riled up? A few fleas got into my nest?,
%str1%: Look...the world is ending. A landscape of shattered dreams and death. And all due to...me.,
"%str1%: My kin seem to favor you, and I can sense why.",
%str1%: My thanks to you for keeping my kin company. I hope you found as much benefit in it as they did.,
"%str1%: NOW, you lazy slug! I can smell your rot from here! How did I get stuck with a selfish pissant for a brother?",
%str1%: No! No! No!,
"%str1%: Oh, look how small they are! All the way down there. So cute and miniscule...",
"%str1%: Please, no more of this! It's poisoning me.",
%str1%: Please...leave here...before you are all destroyed...,
"%str1%: Reach deep inside, and you will feel the emptiness already growing there.",
"%str1%: Scurry home now, little fleas.",
"%str1%: So sweet is the honey on your lips, just before his talons catch victory by the throat.",
